step,agent_model_0,agent_model_1,agent_model_2,agent_model_3,agent_model_4,agent_cumulative_return_mean,agent_cumulative_return_std,benchmark_cumulative_return
156,0.09675351530313492,0.09675368666648865,0.09675361961126328,0.09675359725952148,0.09675370901823044,0.09675362557172776,7.69612879074617e-08,0.101138174533844
157,0.10690879821777344,0.1069088876247406,0.1069088950753212,0.10690879076719284,0.10690901428461075,0.10690887719392776,9.07320435546094e-08,0.11090750247240067
158,0.10141914337873459,0.10141930729150772,0.10141927003860474,0.10141921788454056,0.1014193668961525,0.10141926109790803,8.534086384341928e-08,0.11080007255077362
159,0.11284473538398743,0.1128447949886322,0.11284477263689041,0.11284473538398743,0.11284492909908295,0.11284479349851609,7.996802249550067e-08,0.11477868258953094
160,0.11601816117763519,0.11601828783750534,0.11601820588111877,0.116018146276474,0.11601834744215012,0.11601822972297668,8.582732530137424e-08,0.11789773404598236
161,0.12344160676002502,0.12344170361757278,0.12344169616699219,0.12344162166118622,0.12344183772802353,0.12344169318675995,9.164516998341653e-08,0.12356223165988922
162,0.11658292263746262,0.11658303439617157,0.1165829747915268,0.11658287048339844,0.11658305674791336,0.11658297181129455,7.71773705636177e-08,0.12587091326713562
163,0.12105271965265274,0.1210528090596199,0.12105271220207214,0.12105274945497513,0.12105286866426468,0.12105277180671692,6.622220886733822e-08,0.13290420174598694
164,0.11755693703889847,0.11755707114934921,0.11755700409412384,0.11755703389644623,0.1175571009516716,0.11755702942609787,6.335184475624953e-08,0.12641990184783936
165,0.11833453178405762,0.11833465099334717,0.11833466589450836,0.1183345839381218,0.11833474040031433,0.11833463460206986,7.996802249550067e-08,0.13186053931713104
166,0.11631680279970169,0.11631683260202408,0.11631683260202408,0.1163167804479599,0.11631699651479721,0.11631684899330139,8.534086384341927e-08,0.13445672392845154
167,0.10737217217683792,0.10737225413322449,0.1073722392320633,0.1073722168803215,0.10737234354019165,0.10737224519252778,6.308842638139888e-08,0.13017059862613678
168,0.10179453343153,0.10179471969604492,0.10179468244314194,0.10179460793733597,0.1017947643995285,0.10179466158151626,9.176623366893628e-08,0.12121270596981049
169,0.10406332463026047,0.10406346619129181,0.10406340658664703,0.10406339168548584,0.10406360030174255,0.10406343787908554,1.0382805771616009e-07,0.13024333119392395
170,0.0992514118552208,0.09925152361392975,0.09925144910812378,0.09925149381160736,0.09925152361392975,0.09925148040056228,4.897021271334584e-08,0.12595590949058533
171,0.10914906859397888,0.10914907604455948,0.10914908349514008,0.10914906114339828,0.10914918780326843,0.10914909541606903,5.2313475851839657e-08,0.12850362062454224
172,0.11442243307828903,0.11442259699106216,0.11442254483699799,0.11442247033119202,0.11442264169454575,0.11442253738641739,8.640746403294207e-08,0.13633160293102264
173,0.11746145039796829,0.11746152490377426,0.11746148765087128,0.11746146529912949,0.11746156960725784,0.11746149957180023,4.8170178756846826e-08,0.1376093029975891
