step,agent_daily_return,agent_cumulative_return,benchmark_daily_return,benchmark_cumulative_return,portfolio_return,transaction_penality,weight_MSFT,weight_GOOG,weight_AMZN,weight_BRK-B,weight_WMT,weight_COST,weight_JPM,weight_V,weight_LLY,weight_PG,weight_GLD,weight_AAPL,weight_UNH,weight_XOM,weight_CVX,weight_UNP,weight_CAT,weight_LIN,weight_NEE,weight_AMT,weight_DBC
87,-0.0029093516380058466,0.14853470246746325,-0.0020442056327960377,0.11077742637673538,-0.0029093516380058466,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0
88,-0.006093336225049107,0.14153629435919224,-0.005767877071509111,0.10437059872758714,-0.006093336225049107,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0
89,-0.008832005523564786,0.13145423950206214,-0.004666229042746981,0.09921735256584863,-0.008832005523564786,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0
90,-0.0014188924772330226,0.1298488275932992,-0.002846603600394877,0.09608831649241822,-0.0013588924772330226,6.000000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
91,0.0092276320610561,0.1402746568589457,0.0039990587936224,0.10047163811307414,0.0092276320610561,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
92,0.00735874533363744,0.14866564766917145,0.00963401355262011,0.11107359678892958,0.00735874533363744,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
93,0.005688717333454848,0.15520008184941103,0.004682075064585966,0.11627572677137477,0.005688717333454848,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
94,-0.0012235031874229482,0.15378669086715702,0.004146685371066132,0.12090457099765373,-0.0012235031874229482,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
95,-0.0037749539658742687,0.1494311992226951,-0.0015544162458954523,0.1191622187223964,-0.0037749539658742687,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
96,-0.00018127439372475748,0.14922283677892767,0.00011462693713689316,0.11929050485968773,-0.00018127439372475748,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
97,0.006056413186470656,0.15618300512178873,0.008872029284578035,0.12922088299675316,0.006056413186470656,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
98,0.004858850191640156,0.16180072513779598,-9.667989813454456e-05,0.12911171003681354,0.004858850191640156,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
99,0.01090447968658845,0.17446955754492488,0.003581727685844368,0.13315588070906337,0.010964479686588448,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.10000000000000012,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0
100,0.00530981018994987,0.18070576796936266,0.002797916602627869,0.13632635636106483,0.00536981018994987,6.000000000000003e-05,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
101,0.005323814578729702,0.18699162655006818,0.005067064548943663,0.14208419535741235,0.005323814578729702,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
102,0.0016037158490800594,0.1888952238342918,0.002054783055413866,0.14443093060988876,0.0016037158490800594,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
103,0.007396075183776056,0.19768838229540253,0.006246976095195755,0.15158016327601143,0.007396075183776056,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
104,-0.0040032224282602665,0.19289376930133084,-0.005723557597516754,0.14498902788334345,-0.0040032224282602665,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
105,0.0001265344465928663,0.1930447114542735,0.004829984958650481,0.15051930766583976,0.0001265344465928663,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
106,0.0014165875109433098,0.19473476369251652,0.002293741865315343,0.1531583019686864,0.0014165875109433098,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
107,-0.0056452893774646806,0.18799014022215532,-0.00377814266449543,0.14880150538910142,-0.0056452893774646806,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
108,-0.004528343661169302,0.1826105126011488,-0.007926117768557546,0.13969596936469109,-0.004528343661169302,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
109,0.002699154364273282,0.18580256092747183,0.008054365488817323,0.14887549724808613,0.002699154364273282,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
110,-0.002353000134153263,0.18301236734253012,-0.0037934216511555084,0.1445173280623433,-0.002353000134153263,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
111,0.010608467706539192,0.19556231583791983,0.0022627178640499783,0.1471070478662646,0.010608467706539192,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
112,0.0068361173215740305,0.20373532009424067,0.006936633049619693,0.15506410852594543,0.0068361173215740305,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
113,0.004914194143883226,0.20965070915503325,0.0011243842614790944,0.15636284443057136,0.004914194143883226,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
114,-0.0038705997084338348,0.20496863547287103,-0.005594574310303244,0.14989348656773105,-0.0038705997084338348,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
115,0.004980442003845871,0.21096991187829706,0.0046797499468015265,0.15527470055032366,0.004980442003845871,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
116,-0.0019114915453941693,0.20865515313001493,-0.0005105785231234225,0.15468484209991473,-0.0019114915453941693,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
117,-0.005911961548964739,0.20150963033875224,-0.00820872251910365,0.1452063546341016,-0.005911961548964739,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
118,-0.006426517640410449,0.19378810750425712,-0.003873097492580733,0.14077085877348083,-0.006426517640410449,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
119,-0.010994556260523142,0.18066293699315805,-0.013387719897407254,0.12549853804909672,-0.010994556260523142,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
120,0.00911357463927862,0.191422996793275,0.009251188323390336,0.1359107369822894,0.00911357463927862,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
121,-0.002226746962859112,0.1887699992536851,0.0004604616206442866,0.1364337802811475,-0.002226746962859112,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
122,0.0014909828822953373,0.1905424349735585,-0.001284002891269509,0.13497459602153006,0.0014909828822953373,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
123,0.0005817922724247113,0.19123508336221984,0.0052229786807111355,0.14090254413969938,0.0005817922724247113,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
124,-0.001505794115068762,0.1894413285840295,-0.005765465861730525,0.1343247094699005,-0.001505794115068762,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0
125,0.007053578820625026,0.19783114674770585,0.006638207476359644,0.14185459223692298,0.007112978820625026,5.94e-05,0.0,0.099,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.001,0.1,0.1,0.0
126,0.0021945109902035587,0.20045980036365174,0.0012236246336545307,0.14325179364403562,0.0021951109902035586,6.000000000000002e-07,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
127,0.008182385062787444,0.21028242470262404,0.010396901756170326,0.15513807022511816,0.008182385062787444,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
128,0.0009969088100448352,0.21148896591445254,0.0020813156815507037,0.1575422772050339,0.0009969088100448352,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
129,0.0061965853830954105,0.2189960607324195,0.005369199443999569,0.16375735255620905,0.0061965853830954105,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
130,-0.0012739581793261903,0.217443110730283,-0.0016687315816036436,0.16181535390867507,-0.0012139581793261904,5.9999999999999995e-05,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
131,-0.00929370735853435,0.206128550733492,-0.006167535584133875,0.1546498163712502,-0.00929370735853435,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
132,0.0008546611175041022,0.20715938190851557,-0.004082628222692881,0.1499358104436057,0.0008546611175041022,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
133,0.005565557822908167,0.2138778972499935,0.005688755609212221,0.15647751423550083,0.005565557822908167,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
134,0.007170562888385228,0.22258208505104538,0.007928951003551541,0.16564716778258326,0.007170562888385228,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
135,-9.564016914499349e-09,0.22258207335824953,-0.0009621905841939211,0.16452559305325054,-9.564016914499349e-09,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
136,0.002808507353434872,0.22601570410145388,0.0012670047940452742,0.16600105256243736,0.002808507353434872,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
137,0.003891589956294556,0.2307868545017946,0.005092386194966257,0.17193878022582254,0.003891589956294556,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
138,7.92718874932402e-05,0.230884421298853,0.0008096686739744148,0.17288766234398723,7.92718874932402e-05,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
139,-0.005669191290811875,0.2239063020576295,-0.004775291300278582,0.167286782093792,-0.005669191290811875,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
140,4.7089740512166434e-05,0.2239639354878047,-0.0002873853231799033,0.16695132100467625,4.7089740512166434e-05,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
141,-0.0005368632551204411,0.22330683422524866,8.768016341604528e-05,0.16705363948720042,-0.0005368632551204411,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
142,-0.00845797665046376,0.21296013358501886,-0.012386660279066578,0.1525977425274243,-0.00845797665046376,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
143,-0.016698413719594914,0.19270562344904119,-0.009220195233950092,0.14197056631511118,-0.016698413719594914,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
144,-0.005016021385478427,0.18672298653524044,-0.004254146673763252,0.13711245602888633,-0.005016021385478427,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
145,-0.0029556614094456996,0.18321543520023598,-0.0012220112468906235,0.13572289181863972,-0.0029556614094456996,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
146,-0.00617877097610955,0.17590461801073598,-0.0061210372817056494,0.12877108965613138,-0.00617877097610955,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
147,-0.00520185854100835,0.1697877285301257,-0.003316225481446944,0.12502783020589314,-0.00520185854100835,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
148,0.0018302235370136798,0.1719287015641915,0.007343073847295971,0.13328899264335803,0.0018302235370136798,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
149,-0.01651198569456587,0.15257783160891236,-0.014829597424768056,0.1164827731165361,-0.01651198569456587,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
150,-0.01031356162994377,0.14069064910930695,-0.004175221491692714,0.11182121024711522,-0.01031356162994377,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
151,-0.0038779652483272994,0.13626709041296925,-0.004991962089463879,0.10627104091529982,-0.0038779652483272994,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
152,-0.011250109217157642,0.12348396154596153,-0.0040554636282478344,0.10178459894588388,-0.011250109217157642,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
153,-0.006576736065826979,0.116095104056684,-0.004416604376259617,0.09691845226448415,-0.006576736065826979,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
154,0.010949499010134726,0.12831578629376872,0.010620459486935383,0.10856823024723106,0.010949499010134726,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
155,0.010568629872372467,0.14024053821826232,0.010586544717606852,0.12030413738926149,0.010568629872372467,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
156,0.010490665164155985,0.15220241991130723,0.006209313051401409,0.12726045649109152,0.010490665164155985,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
157,0.007661255450854545,0.1610297369813407,0.005820326415129339,0.13382148030273733,0.007661255450854545,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0
158,0.0006297522325824114,0.16176089805029936,0.0036934927704304382,0.13800924174319418,0.0006897522325824113,5.9999999999999995e-05,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
159,0.007177042692886955,0.170098905614533,0.00403618232828506,0.1426024545341431,0.007177042692886955,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
160,0.0003545418533517942,0.17051375464913443,-0.0018861651733196423,0.14044731757745121,0.0003545418533517942,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
161,0.004146867538940332,0.17536772014217195,0.004698407644845372,0.14580560397290032,0.004146867538940332,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
162,-0.004846028386676034,0.16967185480558022,-0.006003661081508478,0.13892657546135379,-0.004846028386676034,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
163,-0.010657557651839861,0.15720600957925535,-0.007141491163652781,0.1307929413866471,-0.010657557651839861,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
164,-0.013525449614659549,0.14155427800290998,-0.014423676943455319,0.11448274931014635,-0.013525449614659549,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
165,0.0081665994858802,0.15087689458275277,0.00552011946773091,0.12063482723106356,0.0081665994858802,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
166,-0.003286036530477667,0.14709507106507114,-0.0006711276766695631,0.11988273818306894,-0.003286036530477667,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
167,-0.0034079675255221527,0.1431858083141948,-0.00650329785043365,0.11259980717910523,-0.0034079675255221527,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
168,0.0024194866209601832,0.14595173108268256,-0.0014250380569749883,0.11101431011169183,0.0024194866209601832,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
169,-0.006013471759649825,0.13906058270989496,-0.0019476602717121414,0.10885043167858366,-0.006013471759649825,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
170,0.010074062175241464,0.15053554984148132,0.005851074420775408,0.115338398075844,0.010074062175241464,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
171,0.00491713213400532,0.15619288516492236,0.0037214034753479475,0.1194890222666325,0.00491713213400532,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
172,0.012798730531748383,0.1709906863448727,0.012722585016543537,0.13373181652750699,0.012798730531748383,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
173,0.016308743987102005,0.1900880736597519,0.012291339558521373,0.1476668992527459,0.016308743987102005,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
174,-0.001696327028902664,0.18806929509362824,0.0006045420384938895,0.14836071213953206,-0.001696327028902664,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
175,0.0011812305021853288,0.18947267878370289,-0.0006627572666916958,0.14759962773277824,0.0011812305021853288,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
176,-0.0011843560796063078,0.18806391958505975,0.0015079187694047934,0.14933011475119828,-0.0011843560796063078,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
177,-0.0009719832149775309,0.18690914139690262,-0.0009464474458165171,0.1482423341996919,-0.0009719832149775309,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
178,-0.008397367235410754,0.17694222946152682,-0.004729712675448464,0.1428114778771412,-0.008397367235410754,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
179,0.0013871897583122368,0.17857487166836106,0.004944500722723365,0.1484621100554413,0.0014471897583122368,5.9999999999999995e-05,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0
180,0.01343337513296966,0.1944071100417737,0.01434034272680282,0.16493145032238332,0.01349337513296966,5.9999999999999995e-05,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0
181,0.008573181429857137,0.20464697889727312,0.006183641461513554,0.17213496873841794,0.008573181429857137,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0
182,-0.003040365166994863,0.20098441218410823,-0.004856596059711423,0.166442382667793,-0.003040365166994863,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0
183,0.0008019407413903825,0.20194753051401348,0.003463901058296378,0.17048282367155765,0.0008019407413903825,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0
184,0.001275689309921446,0.20348084212977668,-0.0010995594157143847,0.16919580826185765,0.001275689309921446,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0
185,0.0008636157965083653,0.2045201871958351,0.004500167287381293,0.17445738499074093,0.0008636157965083653,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0
