step,agent_model_0,agent_model_1,agent_model_2,agent_model_3,agent_model_4,agent_cumulative_return_mean,agent_cumulative_return_std,benchmark_cumulative_return
164,0.09373278170824051,0.11109185218811035,0.1273110955953598,0.09343583881855011,0.10603583604097366,0.10632148087024688,0.01403493034773791,0.12641997635364532
165,0.09651602804660797,0.11260818690061569,0.1291092485189438,0.09392087161540985,0.107499860227108,0.10793083906173706,0.014117059281744239,0.13186058402061462
166,0.09525980800390244,0.11096128076314926,0.12715797126293182,0.09290863573551178,0.10495466738939285,0.10624847263097763,0.013782177115912014,0.13445675373077393
167,0.08665475994348526,0.10407719016075134,0.12070441246032715,0.08779110014438629,0.09833751618862152,0.09951299577951431,0.013910668834153237,0.13017062842845917
168,0.07893919944763184,0.09769685566425323,0.11331227421760559,0.08110013604164124,0.09246046096086502,0.09270178526639938,0.013908704591559053,0.12121277302503586
169,0.09252451360225677,0.09989598393440247,0.11132419854402542,0.08411231637001038,0.09536255896091461,0.09664391428232193,0.01002171370930234,0.1302434355020523
170,0.08760010451078415,0.09552528709173203,0.10583745688199997,0.07983534038066864,0.09220192581415176,0.0922000229358673,0.009631739383032143,0.12595593929290771
171,0.0972738116979599,0.10753394663333893,0.1156359314918518,0.09026500582695007,0.1023230254650116,0.10260634422302246,0.009680860188615187,0.12850362062454224
172,0.10168787091970444,0.11211893707513809,0.12118753790855408,0.09519112855195999,0.11038607358932495,0.10811430960893631,0.010005185827327541,0.13633163273334503
173,0.1053023710846901,0.11608938127756119,0.12488753348588943,0.0997491329908371,0.1132090613245964,0.11184749603271485,0.009735233383604974,0.1376093178987503
174,0.09837567806243896,0.11019260436296463,0.11743676662445068,0.0938945785164833,0.10571879148483276,0.10512368381023407,0.009344630869842241,0.13124492764472961
175,0.10481056571006775,0.11517541855573654,0.12321832031011581,0.09991483390331268,0.11064112186431885,0.11075205206871033,0.009051697053175009,0.13653883337974548
176,0.10377605259418488,0.11216799914836884,0.12138539552688599,0.09808246046304703,0.10682054609060287,0.10844649076461792,0.008847806140168972,0.13595861196517944
177,0.10131467133760452,0.11014871299266815,0.11832321435213089,0.09538979083299637,0.10627670586109161,0.10629061907529831,0.008707131324455504,0.12663379311561584
178,0.08996512740850449,0.10467197000980377,0.1126118078827858,0.08708970248699188,0.09913501143455505,0.0986947238445282,0.010493914041658498,0.12227021902799606
